"Région","Province","Arrondissement","Commune","Année","Type de bâtiment","Prix médian","Nombre de ventes"
"Région wallonne","Province de Namur","Arrondissement de Namur","Fernelmont","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Fernelmont","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Fernelmont","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Fernelmont","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",130000,120
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2010","Maisons avec 4 ou plus de façades (type ouvert)",189750,55
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2010","Appartements",,7
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",150000,175
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",140000,112
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2011","Maisons avec 4 ou plus de façades (type ouvert)",200000,55
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2011","Appartements",,7
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",160000,167
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",142500,114
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2012","Maisons avec 4 ou plus de façades (type ouvert)",190000,35
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2012","Appartements",,8
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",155000,149
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",135000,114
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2013","Maisons avec 4 ou plus de façades (type ouvert)",230000,44
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2013","Appartements",,4
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",150000,158
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",141500,101
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2014","Maisons avec 4 ou plus de façades (type ouvert)",204500,43
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2014","Appartements",,6
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",158000,144
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",145000,113
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2015","Maisons avec 4 ou plus de façades (type ouvert)",209000,57
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2015","Appartements",,12
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",165000,170
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",140000,88
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2016","Maisons avec 4 ou plus de façades (type ouvert)",220750,45
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2016","Appartements",,8
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",162500,133
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",139000,116
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2017","Maisons avec 4 ou plus de façades (type ouvert)",215000,56
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2017","Appartements",,8
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",170000,172
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",155000,101
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2018","Maisons avec 4 ou plus de façades (type ouvert)",205000,57
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2018","Appartements",,12
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",170000,158
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",160000,109
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2019","Maisons avec 4 ou plus de façades (type ouvert)",230000,48
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2019","Appartements",,8
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",175000,157
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Jemeppe-sur-Sambre","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",160500,23
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2010","Maisons avec 4 ou plus de façades (type ouvert)",207500,34
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2010","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",189000,57
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",200000,17
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2011","Maisons avec 4 ou plus de façades (type ouvert)",212500,41
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2011","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",206250,58
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,15
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2012","Maisons avec 4 ou plus de façades (type ouvert)",262500,38
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2012","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",245000,53
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",180000,25
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2013","Maisons avec 4 ou plus de façades (type ouvert)",246000,37
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2013","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",222500,62
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",215000,23
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2014","Maisons avec 4 ou plus de façades (type ouvert)",260000,39
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2014","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",245250,62
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,15
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2015","Maisons avec 4 ou plus de façades (type ouvert)",272500,42
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2015","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",233000,57
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,14
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2016","Maisons avec 4 ou plus de façades (type ouvert)",265000,44
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2016","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",250000,58
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",210000,22
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2017","Maisons avec 4 ou plus de façades (type ouvert)",259500,36
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2017","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",249000,58
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",200000,23
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2018","Maisons avec 4 ou plus de façades (type ouvert)",280000,31
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2018","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",260000,54
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,10
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2019","Maisons avec 4 ou plus de façades (type ouvert)",269000,37
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2019","Appartements",,2
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",262500,47
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","La Bruyère","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,101
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2010","Maisons avec 4 ou plus de façades (type ouvert)",235000,75
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2010","Appartements",135050,32
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",215000,176
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",188500,102
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2011","Maisons avec 4 ou plus de façades (type ouvert)",250000,61
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2011","Appartements",145000,52
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",205000,163
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",185000,99
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2012","Maisons avec 4 ou plus de façades (type ouvert)",259000,68
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2012","Appartements",135000,51
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",215000,167
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,106
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2013","Maisons avec 4 ou plus de façades (type ouvert)",258000,58
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2013","Appartements",146500,37
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",199000,164
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",200000,96
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2014","Maisons avec 4 ou plus de façades (type ouvert)",258000,51
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2014","Appartements",159000,53
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",220000,147
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",195000,108
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2015","Maisons avec 4 ou plus de façades (type ouvert)",260000,67
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2015","Appartements",165000,51
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",220000,175
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",199500,104
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2016","Maisons avec 4 ou plus de façades (type ouvert)",275000,69
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2016","Appartements",172000,59
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",225000,173
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",195500,99
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2017","Maisons avec 4 ou plus de façades (type ouvert)",255000,60
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2017","Appartements",177500,44
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",214000,159
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",210000,110
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2018","Maisons avec 4 ou plus de façades (type ouvert)",258000,71
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2018","Appartements",168000,61
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",235000,181
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",215000,104
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2019","Maisons avec 4 ou plus de façades (type ouvert)",280000,75
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2019","Appartements",163000,43
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",242750,179
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Namur","Gembloux","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",108750,28
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2010","Maisons avec 4 ou plus de façades (type ouvert)",92500,22
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2010","Appartements",,4
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",103750,50
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",120000,33
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2011","Maisons avec 4 ou plus de façades (type ouvert)",122500,18
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2011","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",120000,51
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",125000,25
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2012","Maisons avec 4 ou plus de façades (type ouvert)",144500,21
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2012","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",131500,46
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",92500,30
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2013","Maisons avec 4 ou plus de façades (type ouvert)",,13
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2013","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",116000,43
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",111250,36
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2014","Maisons avec 4 ou plus de façades (type ouvert)",110000,19
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2014","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",110000,55
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",100000,17
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2015","Maisons avec 4 ou plus de façades (type ouvert)",154500,21
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2015","Appartements",,2
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",122500,38
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",117500,23
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2016","Maisons avec 4 ou plus de façades (type ouvert)",115000,25
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2016","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",115000,48
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,12
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2017","Maisons avec 4 ou plus de façades (type ouvert)",145000,21
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2017","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",130000,33
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",130000,26
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2018","Maisons avec 4 ou plus de façades (type ouvert)",112500,17
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2018","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",126500,43
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",130000,30
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2019","Maisons avec 4 ou plus de façades (type ouvert)",142500,18
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2019","Appartements",,2
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",130000,48
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2020","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Cerfontaine","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",95000,45
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2010","Maisons avec 4 ou plus de façades (type ouvert)",120000,61
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2010","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",107500,106
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",95000,57
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2011","Maisons avec 4 ou plus de façades (type ouvert)",129500,89
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2011","Appartements",,2
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",110000,146
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",110000,51
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2012","Maisons avec 4 ou plus de façades (type ouvert)",130000,58
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2012","Appartements",,2
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",112500,109
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",102500,66
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2013","Maisons avec 4 ou plus de façades (type ouvert)",125000,56
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2013","Appartements",,
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",115000,122
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",94250,62
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2014","Maisons avec 4 ou plus de façades (type ouvert)",142000,79
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2014","Appartements",,7
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",120000,141
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",107500,57
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2015","Maisons avec 4 ou plus de façades (type ouvert)",125000,76
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2015","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",110000,133
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",87500,51
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2016","Maisons avec 4 ou plus de façades (type ouvert)",130000,75
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2016","Appartements",,1
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",111000,126
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",95000,45
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2017","Maisons avec 4 ou plus de façades (type ouvert)",146725,77
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2017","Appartements",,3
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",117500,122
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",102500,86
"Région wallonne","Province de Namur","Arrondissement de Philippeville","Couvin","2018","Maisons avec 4 ou plus de façades (type ouvert)",135000,85
