"Région","Province","Arrondissement","Commune","Année","Type de bâtiment","Prix médian","Nombre de ventes"
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,112
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",185000,63
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2017","Maisons avec 4 ou plus de façades (type ouvert)",234847,85
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2017","Appartements",176500,70
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,148
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",196000,55
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2018","Maisons avec 4 ou plus de façades (type ouvert)",256000,72
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2018","Appartements",181000,86
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",225000,127
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",199000,62
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2019","Maisons avec 4 ou plus de façades (type ouvert)",280000,115
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2019","Appartements",195000,71
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",240000,177
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Tessenderlo","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",175000,29
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2010","Maisons avec 4 ou plus de façades (type ouvert)",215000,98
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2010","Appartements",185000,23
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",205000,127
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",189500,32
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2011","Maisons avec 4 ou plus de façades (type ouvert)",236500,78
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2011","Appartements",165000,19
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",221250,110
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,35
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2012","Maisons avec 4 ou plus de façades (type ouvert)",222500,90
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2012","Appartements",201000,26
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",211000,125
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,42
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2013","Maisons avec 4 ou plus de façades (type ouvert)",227500,82
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2013","Appartements",205000,29
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",215000,124
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",205000,44
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2014","Maisons avec 4 ou plus de façades (type ouvert)",240000,89
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2014","Appartements",185000,27
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",230000,133
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",200000,35
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2015","Maisons avec 4 ou plus de façades (type ouvert)",230000,90
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2015","Appartements",215000,20
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",222500,125
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",199000,39
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2016","Maisons avec 4 ou plus de façades (type ouvert)",240000,97
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2016","Appartements",205000,23
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",226500,136
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",195000,57
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2017","Maisons avec 4 ou plus de façades (type ouvert)",231500,97
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2017","Appartements",205000,32
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",220000,154
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",230000,51
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2018","Maisons avec 4 ou plus de façades (type ouvert)",250000,101
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2018","Appartements",208000,32
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",240000,152
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",220000,52
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2019","Maisons avec 4 ou plus de façades (type ouvert)",266500,140
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2019","Appartements",209000,53
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",240000,192
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zonhoven","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,6
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2010","Maisons avec 4 ou plus de façades (type ouvert)",225000,34
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2010","Appartements",,12
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",225000,40
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,10
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2011","Maisons avec 4 ou plus de façades (type ouvert)",237000,33
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2011","Appartements",,11
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",235000,43
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,11
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2012","Maisons avec 4 ou plus de façades (type ouvert)",227500,32
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2012","Appartements",,9
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,43
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,8
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2013","Maisons avec 4 ou plus de façades (type ouvert)",195000,22
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2013","Appartements",,4
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",200000,30
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,14
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2014","Maisons avec 4 ou plus de façades (type ouvert)",182500,43
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2014","Appartements",,7
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",195000,57
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,10
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2015","Maisons avec 4 ou plus de façades (type ouvert)",235000,45
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2015","Appartements",,9
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",233400,55
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,14
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2016","Maisons avec 4 ou plus de façades (type ouvert)",202500,38
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2016","Appartements",,12
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",205033,52
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,17
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2017","Maisons avec 4 ou plus de façades (type ouvert)",195000,49
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2017","Appartements",,11
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",192500,66
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,7
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2018","Maisons avec 4 ou plus de façades (type ouvert)",270000,36
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2018","Appartements",,13
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",265525,43
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,9
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2019","Maisons avec 4 ou plus de façades (type ouvert)",282500,38
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2019","Appartements",,13
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",270000,47
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Zutendaal","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",165000,23
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2010","Maisons avec 4 ou plus de façades (type ouvert)",175000,50
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2010","Appartements",,13
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",170000,73
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",183720,28
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2011","Maisons avec 4 ou plus de façades (type ouvert)",215000,73
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2011","Appartements",,9
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",205625,101
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",159500,30
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2012","Maisons avec 4 ou plus de façades (type ouvert)",190000,49
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2012","Appartements",,10
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",180000,79
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",200534.825,20
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2013","Maisons avec 4 ou plus de façades (type ouvert)",195000,45
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2013","Appartements",185000,21
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",200000,65
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",176000,23
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2014","Maisons avec 4 ou plus de façades (type ouvert)",216750,59
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2014","Appartements",182500,16
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,82
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",217119.5,24
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2015","Maisons avec 4 ou plus de façades (type ouvert)",201000,52
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2015","Appartements",,14
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",211239,76
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",187323,28
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2016","Maisons avec 4 ou plus de façades (type ouvert)",191250,39
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2016","Appartements",175000,19
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",189000,67
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",190000,26
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2017","Maisons avec 4 ou plus de façades (type ouvert)",197000,53
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2017","Appartements",,12
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",195000,79
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",182500,33
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2018","Maisons avec 4 ou plus de façades (type ouvert)",211250,57
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2018","Appartements",199800,26
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",198100,90
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",198000,48
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2019","Maisons avec 4 ou plus de façades (type ouvert)",229500,90
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2019","Appartements",225000,20
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",216000,138
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Ham","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",158500,80
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2010","Maisons avec 4 ou plus de façades (type ouvert)",198750,106
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2010","Appartements",150000,44
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",180000,186
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",170000,81
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2011","Maisons avec 4 ou plus de façades (type ouvert)",218000,115
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2011","Appartements",160000,63
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",190000,196
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",170000,79
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2012","Maisons avec 4 ou plus de façades (type ouvert)",234450,105
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2012","Appartements",175000,35
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",190500,184
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",175000,57
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2013","Maisons avec 4 ou plus de façades (type ouvert)",222500,111
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2013","Appartements",175000,57
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",209000,168
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",180000,70
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2014","Maisons avec 4 ou plus de façades (type ouvert)",210000,153
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2014","Appartements",173000,78
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2014","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",199500,223
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2015","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",168000,55
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2015","Maisons avec 4 ou plus de façades (type ouvert)",234950,109
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2015","Appartements",179000,63
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2015","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,164
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2016","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",178000,80
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2016","Maisons avec 4 ou plus de façades (type ouvert)",249000,132
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2016","Appartements",170000,70
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2016","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",206750,212
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2017","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",175000,64
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2017","Maisons avec 4 ou plus de façades (type ouvert)",230000,141
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2017","Appartements",188500,68
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2017","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,205
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2018","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",185000,88
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2018","Maisons avec 4 ou plus de façades (type ouvert)",235000,158
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2018","Appartements",196000,66
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2018","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",215000,246
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2019","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",195000,109
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2019","Maisons avec 4 ou plus de façades (type ouvert)",260000,210
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2019","Appartements",180000,88
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2019","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",235000,319
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2020","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2020","Maisons avec 4 ou plus de façades (type ouvert)",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2020","Appartements",,
"Région flamande","Province du Limbourg","Arrondissement de Hasselt","Heusden-Zolder","2020","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",,
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2010","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",179000,23
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2010","Maisons avec 4 ou plus de façades (type ouvert)",217250,64
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2010","Appartements",,10
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2010","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",201000,87
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2011","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",191000,24
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2011","Maisons avec 4 ou plus de façades (type ouvert)",213500,66
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2011","Appartements",,10
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2011","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",210000,90
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2012","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,13
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2012","Maisons avec 4 ou plus de façades (type ouvert)",223000,58
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2012","Appartements",180000,18
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2012","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",209500,71
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2013","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",,16
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2013","Maisons avec 4 ou plus de façades (type ouvert)",198000,75
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2013","Appartements",164000,16
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2013","Toutes les maisons avec 2, 3, 4 ou plus de façades (excl.",195000,91
"Région flamande","Province du Limbourg","Arrondissement de Maaseik","Bocholt","2014","Maisons avec 2 ou 3 façades (type fermé + type demi-fermé)",180000,25
