,source,postcode,house_is,property_subtype,price,rooms_number,area,equipped_kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,facades_number,swimming_pool_has,region,building_state_agg,price_m_by_postcode,latitude,longitude
1593,6,4000,True,APARTMENT_BLOCK,375000.0,4.0,180.0,True,False,False,False,0.0,False,0.0,100.0,,False,W,good,120694.32,50.65,5.57
1596,6,6220,True,APARTMENT_BLOCK,150000.0,0.0,350.0,False,False,False,False,0.0,False,0.0,440.0,,False,W,good,91631.6,50.47,4.54
1598,6,7500,True,APARTMENT_BLOCK,175000.0,3.0,107.0,True,False,False,True,19.0,False,0.0,88.0,,False,W,good,127234.19,50.61,3.39
1600,6,4000,True,APARTMENT_BLOCK,525000.0,8.0,300.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,good,120694.32,50.65,5.57
1611,6,1200,True,APARTMENT_BLOCK,1679000.0,10.0,520.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,good,242944.1,50.85,4.43
1612,6,1040,True,APARTMENT_BLOCK,595000.0,4.0,245.0,False,False,False,True,10.0,True,60.0,0.0,,False,B,to_renovate,209908.71,50.84,4.39
1615,6,7700,True,APARTMENT_BLOCK,189000.0,4.0,200.0,True,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,130977.1,50.74,3.21
1617,6,1070,True,APARTMENT_BLOCK,299000.0,5.0,250.0,False,False,False,True,8.0,False,0.0,65.0,,False,B,to_renovate,138887.74,50.84,4.31
1618,6,7500,True,APARTMENT_BLOCK,350000.0,4.0,366.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,good,127234.19,50.61,3.39
1619,6,1050,True,APARTMENT_BLOCK,655000.0,4.0,260.0,False,False,False,False,0.0,True,40.0,110.0,,False,B,to_renovate,245049.04,50.82,4.38
1623,6,1000,True,APARTMENT_BLOCK,1490000.0,6.0,300.0,True,False,False,False,0.0,False,0.0,0.0,,False,B,good,188165.24,50.85,4.35
1627,6,1000,True,APARTMENT_BLOCK,415000.0,4.0,282.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,to_renovate,188165.24,50.85,4.35
1642,6,6200,True,APARTMENT_BLOCK,82000.0,1.0,65.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,good,98329.92,50.4,4.52
1651,6,1180,True,APARTMENT_BLOCK,895000.0,2.0,543.0,False,False,False,True,62.0,False,0.0,240.0,,False,B,good,235984.43,50.8,4.34
1655,6,9600,True,APARTMENT_BLOCK,405000.0,4.0,250.0,False,False,False,True,0.0,False,0.0,250.0,,False,F,good,136832.46,50.75,3.6
1659,6,4040,True,APARTMENT_BLOCK,290000.0,7.0,274.0,True,False,False,True,0.0,False,0.0,177.0,,False,W,to_renovate,109076.0,50.67,5.64
1665,6,4000,True,APARTMENT_BLOCK,1450000.0,18.0,950.0,True,False,False,True,100.0,False,0.0,655.0,,False,W,good,120694.32,50.65,5.57
1675,6,7000,True,APARTMENT_BLOCK,390000.0,16.0,470.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,good,121323.49,50.45,3.95
1680,6,6000,True,APARTMENT_BLOCK,900000.0,7.0,546.0,True,False,False,True,0.0,False,0.0,0.0,,False,W,good,88085.67,50.42,4.45
1681,6,1070,True,APARTMENT_BLOCK,135000.0,1.0,60.0,False,False,False,True,7.0,False,0.0,0.0,,False,B,to_renovate,138887.74,50.84,4.31
1695,6,1080,True,APARTMENT_BLOCK,445000.0,6.0,540.0,False,False,False,False,0.0,False,0.0,210.0,,False,B,to_renovate,155348.19,50.85,4.32
1702,6,1050,True,APARTMENT_BLOCK,817000.0,4.0,250.0,True,False,False,True,0.0,False,0.0,60.0,,False,B,good,245049.04,50.82,4.38
1715,6,7130,True,APARTMENT_BLOCK,250000.0,2.0,150.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,good,121123.12,50.41,4.17
1716,6,1070,True,APARTMENT_BLOCK,269000.0,1.0,100.0,False,False,False,False,0.0,False,0.0,50.0,,False,B,to_renovate,138887.74,50.84,4.31
1727,6,1050,True,APARTMENT_BLOCK,950000.0,8.0,220.0,True,False,False,True,0.0,False,0.0,120.0,,False,B,good,245049.04,50.82,4.38
1734,6,5310,True,APARTMENT_BLOCK,395000.0,8.0,390.0,False,False,False,False,0.0,False,0.0,0.0,,False,W,to_renovate,31666.67,50.59,4.9
1740,6,1081,True,APARTMENT_BLOCK,1550000.0,36.0,1620.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,to_renovate,156318.71,50.86,4.33
1744,6,1000,True,APARTMENT_BLOCK,6700000.0,46.0,1600.0,False,False,False,False,0.0,False,0.0,0.0,,False,B,good,188165.24,50.85,4.35
1748,6,1030,True,APARTMENT_BLOCK,5929000.0,14.0,2500.0,False,False,False,False,0.0,False,0.0,2500.0,,False,B,good,175825.22,50.87,4.37
